code,name,signal_date,ret5,ret20,ret60,ret120,vol20,vol60,dd120,tsmom,rsi,adv20,amount_trend,last_close,momentum_score,risk_score,liquidity_flow_score,quality_score,growth_score,valuation_score,score,rank
601995,中金公司,2026-07-03,0.02305961754780661,0.10142294883439296,0.13121890547263693,0.0338164251207731,0.3945250621145538,0.2751145194225401,-0.12853611645152482,1,67.69383697813122,1167960178.85,0.458701515440858,36.38,0.7537037037037038,0.8337962962962961,0.6907407407407408,0.5,0.5,0.5,0.6325694444444445,1
002422,科伦药业,2026-07-03,0.3477528089887638,0.4161747343565523,0.3661731207289294,0.6876538867393598,0.6521475688658488,0.5232613463712138,-0.14536830357142888,1,77.5995861355406,1009508599.4,0.30848501910046444,47.98,0.9347222222222222,0.5675925925925925,0.6370370370370371,0.5,0.5,0.5,0.6325231481481481,2
300661,圣邦股份,2026-07-03,0.06119346256176339,0.23267108167770423,1.0526393177473898,1.0,0.6832008326042182,0.6442443444941736,-0.20240532241555775,1,73.88059701492539,2693823573.0,-0.07989882407463245,139.6,0.9333333333333335,0.4314814814814814,0.5574074074074075,0.5,0.5,0.5,0.6037962962962964,3
600460,士兰微,2026-07-03,-0.062127828503374394,0.3377689694224235,0.9114077669902914,0.6761262859169919,0.8335357377099042,0.6428102960734464,-0.27294117647058824,1,74.98345466578425,6663616796.05,0.786273873851544,47.25,0.8250000000000001,0.31157407407407406,0.9560185185185186,0.5,0.5,0.5,0.598587962962963,4
601100,恒立液压,2026-07-03,0.12439926062846585,0.065323992994746,0.1812797358966891,0.07701841359773365,0.5483304579760743,0.4870433482002639,-0.25715209309843223,1,59.97757847533631,1337780677.8,0.06245361326549692,121.66,0.8319444444444444,0.5416666666666666,0.5777777777777777,0.5,0.5,0.5,0.5970138888888888,5
002600,领益智造,2026-07-03,0.0981109079829372,0.2021347565043361,0.45675020210185946,0.13978494623655902,0.8335481729900605,0.6257070347841612,-0.3244128891316223,1,68.17769718948323,4845297394.35,0.3116992519583772,18.02,0.8851851851851852,0.25046296296296294,0.8805555555555555,0.5,0.5,0.5,0.5969212962962963,6
600160,巨化股份,2026-07-03,-0.03140333660451422,0.30279831045406547,0.47931654676258995,0.3017673437087842,0.8511261097175706,0.6479902777941988,-0.250408020517603,1,60.85464753587024,5597538987.2,0.8298166175963904,49.35,0.799537037037037,0.3416666666666667,0.95,0.5,0.5,0.5,0.5961342592592592,7
002049,紫光国微,2026-07-03,-0.02294455066921608,0.06195609819457082,0.2638738599474417,0.1129866594064799,0.5424875460719588,0.4886746993042585,-0.2615296803652966,1,66.62448592217655,3260608027.55,0.14134095306360983,81.76,0.7393518518518518,0.5314814814814814,0.7939814814814815,0.5,0.5,0.5,0.5939583333333334,8
600150,中国船舶,2026-07-03,0.11227544910179632,0.007047980482515426,0.21763356276630597,0.11695730607336152,0.5111824666382934,0.44799096856802323,-0.21628564089391228,0,58.18840579710145,3735184434.25,-0.10166659650159393,37.15,0.7421296296296296,0.6324074074074074,0.575925925925926,0.5,0.5,0.5,0.5879861111111111,9
600584,长电科技,2026-07-03,-0.09921696897611265,0.136142017752219,1.3759477124183004,1.4522396114409064,0.9946624345777562,0.7993963900953873,-0.2721217887725973,1,65.6534090909091,18397591865.45,0.3694057216691631,90.88,0.8277777777777778,0.22592592592592592,0.9449074074074073,0.5,0.5,0.5,0.585324074074074,10
