code,name,signal_date,ret5,ret20,ret60,ret120,vol20,vol60,dd120,tsmom,rsi,adv20,amount_trend,last_close,momentum_score,risk_score,liquidity_flow_score,quality_score,growth_score,valuation_score,score,rank
603259,药明康德,2026-07-06,-0.025362606007767297,0.2735086992543496,0.23327650185538062,0.37827841291190323,0.4837450914548233,0.43259835999414115,-0.16318032151849704,1,79.15019762845847,7479980351.6,0.36070749485427567,122.97,0.7929203539823009,0.6867256637168142,0.8964601769911505,0.5,0.5,0.5,0.6408849557522124,1
601995,中金公司,2026-07-06,0.02872928176795586,0.15294117647058836,0.16375000000000006,0.06400000000000006,0.38596522181934145,0.27815866104438003,-0.1285361164515243,1,67.69383697813122,1224604312.45,0.4854142200520648,37.24,0.7747787610619469,0.838938053097345,0.7004424778761063,0.5,0.5,0.5,0.6395796460176991,2
002422,科伦药业,2026-07-06,0.2188457609805925,0.37908119040739674,0.4096278795038393,0.6492743607463716,0.6572924785774312,0.5165764499208154,-0.14536830357142927,1,79.95735607675905,1146886602.55,0.4053445765552839,47.73,0.9407079646017699,0.5265486725663717,0.6730088495575222,0.5,0.5,0.5,0.6314601769911505,3
601066,中信建投,2026-07-06,-0.02715546503733879,0.16788916055419723,0.36671435383881734,0.0770387072529124,0.5942928195890718,0.4359351771995239,-0.23017621145374442,1,60.475825019186495,2126229909.95,0.9951152424715115,28.66,0.7663716814159292,0.5561946902654866,0.8247787610619469,0.5,0.5,0.5,0.6075,4
002353,杰瑞股份,2026-07-06,0.13550998739133324,0.13558534642951958,0.6909773693052674,1.4270921985815606,0.7194483996481206,0.6878461105622198,-0.24957800819869788,1,58.88791593695272,3058616499.65,0.09859558900029852,171.11,0.9278761061946902,0.338495575221239,0.7252212389380531,0.5,0.5,0.5,0.6052654867256637,5
002179,中航光电,2026-07-06,-0.007029478458049909,0.1590788777130756,0.2652412597515168,0.2522161853016871,0.5574876128345623,0.5005068759824214,-0.19730269730269723,1,67.58793969849248,2301239555.2,0.149517997399073,43.79,0.7876106194690264,0.5588495575221238,0.7367256637168142,0.5,0.5,0.5,0.6044026548672566,6
600176,中国巨石,2026-07-06,-0.10101437024513948,0.7264610389610391,1.434566959175887,2.7491186839012927,0.9632399447897991,0.7974202099013012,-0.20514628128304543,1,67.74891774891775,11792545261.3,0.5652166006928758,63.81,0.8473451327433628,0.30884955752212384,0.9548672566371682,0.5,0.5,0.5,0.6036504424778761,7
600150,中国船舶,2026-07-06,0.12057159869008616,0.04700973574408884,0.17698561601000629,0.1316897173782321,0.503141688381369,0.4387878376956207,-0.21628564089391228,0,56.51846269781463,3859537921.8,-0.07975741544142922,37.64,0.7681415929203539,0.627433628318584,0.586283185840708,0.5,0.5,0.5,0.5947787610619469,8
600460,士兰微,2026-07-06,-0.11351968054763273,0.3731958762886596,0.8595931392102112,0.6409714889123548,0.8160803521938462,0.6448194029667899,-0.2729411764705883,1,70.35830618892508,6769133715.15,0.7751797619698688,46.62,0.8132743362831858,0.30044247787610623,0.9345132743362832,0.5,0.5,0.5,0.5918362831858408,9
002049,紫光国微,2026-07-06,-0.021636876763875823,0.11125951649525834,0.2733394551576369,0.11244818826046266,0.5317211653387824,0.4892950492571545,-0.2615296803652978,1,64.60919154646095,3328140610.2,0.1406365660034754,83.2,0.7482300884955753,0.5185840707964602,0.7676991150442478,0.5,0.5,0.5,0.5916150442477877,10
